Title,Company,Description,Salary,Deadline,Locations,Mode,Type,Gender,Experience,Field_Of_Interests,Source
Senior React Native + React JS Developer (Remote),Zepcom,"Our client is developing a mobile application using Expo & React Native. The application is a customized appointment scheduler / booking application that uses WordPress & MySQL as the backend sever for managing the user and scheduler data. To be successful you wont need to know how to code in WordPress, but will need to be able to utilize the current plugins such as using BookingWP to manage the data. The long term objectives of the application will extend much further than a booking / scheduler application as well.  ﻿Skillset:  ﻿Education: Schedule: ",,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=a3513449a2c6cd23&fccid=a2c9827d7b33b0b3&vjs=3
Senior Backend Engineer,Beam,"About Beam  Beam is a tech start-up leveraging Generative AI and NLP to build AI Agents for business operations. Beam's generative agents help organisations to boost their productivity by automating repetitive tasks in seconds. Powered by LLMs, AI agents are easy to setup, seamlessly integrate with business applications and support teams where they need them most. We are on a mission to transform business practices by empowering organisations with artificial intelligence to increase efficiency, improve competitiveness, and scale operations globally.  To learn more about us, please visit our website at https://beam.so/  About the Role  We are looking for highly motivated and passionate (Sr.) Backend Engineers to join our team in the Karachi Office. As a Backend Engineer, you responsibilities will entail: Requirements  To succeed in this role, you will need: The following are not strict requirements but will be given preference ",Full-time,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=cd7045b6d9031e57&fccid=22886b3c7f7b927e&vjs=3
Senior QA Engineer,CloudLogically,"In a fast-growing environment, you’ll work among talented engineers, product designers, marketing, and business leaders. The role requires a mix of technical depth, product thinking, and strategic drive. Key Responsibilities & Deliverables: Skills & Abilities: Educational Requirements: Master’s or Bachelors in Computer Science, Software Engineering, or any related fields. Job Type: Full-time Pay: From Rs90,000.00 per month ","Rs 90,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/CloudLogically/jobs/Senior-Quality-Assurance-Engineer-08e09578d14a66a7?fccid=fe7470de668ade03&vjs=3
Software Engineer (m/f/d),GfK,,Full-time,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=219a9746a3bcdcbc&fccid=941c4fb004be80b8&vjs=3
Senior Cloud Engineer,DigitalOcean," DigitalOcean (NYSE: DOCN) simplifies cloud computing so builders can spend more time creating software that changes the world. With our mission-critical infrastructure and fully managed offerings, DigitalOcean enables startups and small and medium-sized businesses (SMBs) to rapidly deploy and scale modern applications. As a remote-first organization, our employees, like our customers, are based around the world.  We are looking for individuals who wish to grow in a dynamic Technical Support environment. Our ideal candidate is a customer focused individual that leverages their technical expertise to deliver the best support that benefits our users. Above all, we need individuals who are enthusiastic about working in a fast-paced, highly dynamic, and rewarding cross-functional setting.  #LI-Remote ",,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=2226552922934f52&fccid=61a3c30968b3442a&vjs=3
Senior Backend Engineer - .NET,VIDIZMO LLC,"We are looking to add talented Backend Engineers to our team, who'll work on building enterprise-class video streaming and processing applications. The position requires exceptional knowledge and skills in Back-end development such as Web API, Service stack, integrations with Cloud PaaS, etc.   We provide Video Content Management systems to Fortune 5000 companies across the globe and is recognized in Gartner's Magic Quadrant. Our developed systems empower our customers to deliver Live as well as On-Demand Video Streaming to their audience, store and share multimedia content as well as perform Video and Audio Analysis using Machine Learning   Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations with external systems as well as backend data processing pipeline. This can become quite challenging and interesting when the entire stack has to be highly elastic so it can scale, be secure and support cloud as well as on-prem deployment scenarios. Underlying technologies used include Web Application frameworks, Services, Cloud PaaS, and high-performance data processing.   Job Description:    Essential Skills:    Preferred Skills:    Required Qualification:    Benefits: Health Insurance (OPD/IPD), Separate Maternity Cover, Leave encashment, Car Support Program, Referral Bonus, EOBI, Bi-Annual Increment. Provident Fund, Career Growth, Bonus (benefits vary based on location)  Multiple Locations: USA, Pakistan, India, UAE, Australia, Canada (benefits vary based on location) ",Full-time,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=cfebeb77902c399e&fccid=bcbf01f8be39524d&vjs=3
NetSuite Support Administrator,Horizon Technologies,"Horizon Technologies is looking for experienced & skilled, senior-level profiles for the role of ""NetSuite Support Administrator"" DESCRIPTIONS: REQUIREMENTS: NOTE: Job Type: Full-time Salary: Rs350,000.00 - Rs700,000.00 per month Ability to commute/relocate: Experience: Language: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/PlegoTechnologies/jobs/Administrator-a6eebea821cce357?fccid=a88ec61a9fa2633e&vjs=3
Windows Application Architect,Gaditek,"Job Description Bachelor's or master's degree in computer science, Engineering, or a related field. Job Type: Full-time Ability to commute/relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Gaditek/jobs/Software-Architect-4b2f1482ecb37c54?fccid=5f682340809d9e66&vjs=3
Sr. Android Developer,Access Group,"Responsibilities: · Design, develop and test assigned software modules in compliance with system software architecture and software product development process. · Write software requirements, design and test documentation. · Responsible and accountable for carrying out the company’s quality system requirements. · Communicate project status to manager. · Communicate with other engineering functions. · Design and build advanced applications for the Android platform · Collaborate with cross-functional teams to define, design, and ship new features. · Work with outside data sources and API’s · Unit-test code for robustness, including edge cases, usability, and general reliability. · Work on bug fixing and improving application performance. · Continuously discover, evaluate, and implement new technologies to maximize development efficiency. Android Developer Skills and Qualifications:· BS Computer Science or equivalent work experience.· At least 3-4 years of development experience on Android.· Accredited Software Engineering Degree – BSCS/BSEE or related degree.· Programming experience with Java.· Familiarity with RESTful APIs to connect Android applications to back-end services· Knowledge of the open-source Android ecosystem and the libraries available for common tasks· Familiarity with cloud message APIs and push notifications· Understanding of Google’s Android design principles and interface guidelines· Code Refactoring and performance optimization· Strong experience with object oriented design patterns.- Strong experience with software requirements analysis, design and documentation Job Type: Full-time Ability to commute/relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Access-Group/jobs/Android-Developer-b0051269cdcfa618?fccid=439c6dc7ebb06ce2&vjs=3
Manager HCM System - SAP S/4 Hana,Imtiaz Super Market,Requirements: Experience: Job Type: Full-time Ability to commute/relocate: ,Full-time,,Karachi,,,,,,https://pk.indeed.com/company/IMTIAZ-Super-Market/jobs/Enterprise-Architect-083f117ca4b3809e?fccid=df75ece79b47b047&vjs=3
Node JS Developer,TECIZ EVERYHTING,"We are seeking a skilled and motivated Node.js Developer to join our growing team. As a Node.js Developer at Teciz Everything, you will be responsible for designing, developing, and maintaining high-performance, scalable web applications and APIs. You will collaborate closely with cross-functional teams to deliver world-class software solutions. Responsibilities: Skills: Nice to Have: Job Type: Full-time Salary: Up to Rs50,000.00 per month Ability to commute/relocate: ","Rs 50,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/TECIZ-EVERYHTING/jobs/Developer-989c19cafd1afd4c?fccid=0ecedd95e34d7b44&vjs=3
Business Analyst,Digital Gravity,"We are seeking a Technical Business Analyst to join our team. As a Technical Business Analyst, you will be responsible for analyzing complex technical data and transforming it into meaningful business insights. Responsibilities: Requirements: Job Type: Full-time Ability to commute/relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Digital-Gravity/jobs/Business-Analyst-18802113e2338ecb?fccid=7cd11cb2b6ff4c24&vjs=3
Laravel Developer,Center for Non-Communicable Diseases-CNCD,"The Center for Non-Communicable Diseases (CNCD) is looking for a competent Laravel Developer. You will be a part of a full-stack creative team that is responsible for all aspects of the ongoing software development from the initial specification, through to developing, testing, and launching. A developer is responsible for managing the interchange of data between the server and the users. Your focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your coworkers into the application. Strong knowledge of Cloud DBA REQUIREMENTS: Qualifications and Skills: Job Type: Full-time ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Center-for-Non--Communicable-Diseases--CNCD/jobs/Developer-dbfaa35d0c858a7c?fccid=c905d13e77d8162d&vjs=3
Senior PHP Laravel Developer,STALLYONS TECHNOLOGIES,"STALLYONS TECHNOLOGIES, a leading software solutions provider, is on the lookout for a Senior PHP Developer to join our dynamic team in Karachi. This full-time position presents a unique opportunity to work alongside seasoned professionals and cater to an international clientele. Job Responsibilities: Skills Required: Preferred Skills (Though not mandatory): Job Type: Full-time Salary: Rs50,000.00 - Rs90,000.00 per month ","Rs 50,000 - Rs 90,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Stallyons-Technologies/jobs/PHP-Developer-0917572e88d4b35c?fccid=cbde4f05c6bf1de8&vjs=3
Product Specialist/ Business Analyst,HR Ways,"HR Ways is looking for Product Specialist with previous fintech company/stat-up experience, for a Client based in Karachi. Location: Onsite, Karachi Work days and timings: Monday to Friday 9:00 am to 6:00 pm Experience: 2+ years Education: Bachelor's degree in Business Management or Computer Sciences. Job Description: Requirements: Preferred Skills: About HR Ways: HR Ways is a Technical Recruitment Firm helping software houses and IT Product companies Internationally and Locally to find IT Talent. HR Ways is engaged by 150 + Employers ranging from world’s biggest SaaS Companies to most competitive Startups. Find out more at www.hrways.co Job Type: Full-time ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/HR-Ways/jobs/Product-Analyst-119fb99af68628f0?fccid=be81ab2837fd9006&vjs=3
AM Crypto Analyst/ E-Commerce (Female),G-Commodities,"Token Metrics is searching for a Cryptocurrency Web3 Investment Analyst to identity, source, and evaluate early-stage investment opportunities in Web3 (DAOs, crypto infrastructure, and verticals like entertainment and IoT) communicate those ideas in a digestible manner internally and externally. In this role, you will produce institutional-quality research reports, including token deep dives and thematic insight on Web 3 vertical. In addition, you will be expected to arrange quarterly AMA sessions or podcasts to follow up on the portfolio investment and Synthesize research findings in a digestible manner on Token Metrics TV and our Youtube channel. To ensure success as an investment analyst you should be well-versed in altcoins, have a keen eye for detail, and be proactive in finding investment opportunities. A top-notch Web3 investment analyst performs well under pressure, possesses creative and analytical abilities, and can adapt their thinking to quickly evolving scenarios. Requirements • At least 2 years experience in investing or finance experience; ideally in Tech VC / equity research/ blockchain research /crypto startup. • A bachelor's degree in finance, economics, and or computer science. • Confident presentation abilities with proficiency in Powerpoint/Google slides. Crypto experience and interest in Web3. • Ideal candidates will possess strong analytical and financial analysis skills; an ability to quickly comprehend, evaluate, and critique new ideas and data. • The candidate must also be a self-motivated entrepreneurial mindset with a strong sense of ownership and determination to get things done independently. • Knowledge of Crypto: Especially DAO’s and Web3. • Business acumen: experience or understanding in estimating market sizes, barriers to enter markets/defensibility of business models, unit economics and network effects, etc. • Strong communicator: Good written and oral communication skills in English. • Passionate about the crypto-asset industry and investing. • We want people who are eager and will work hard to up-skill and improve their knowledge in the crypto space. • Solving challenging problems with rigorous independent research and a strong analytical skillset. • Able to multi-task, prioritize workload and work in a fast-paced environment. • Proactive, mature, well-organized, and an excellent team player. • Strong communication and relationship-building skills. • Aptitude for applied analytical thinking, comfortable with financials. • Being comfortable critically thinking about and researching new problems/industry areas. Responsibilities • Identify, source, and evaluate early-stage investment opportunities in Web3 (DAOs, crypto infrastructure, and new verticals like entertainment and IoT). • Attend crypto conferences and hackathons to source new projects, build new relationships and understand emerging crypto trends. • Perform detailed due diligence, financial analysis, and valuation on new investments support and monitor the portfolio company. Job Type: Full-time Ability to Commute: Ability to Relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/rc/clk?cmp=G--Commodities&ti=E-commerce+Specialist&jk=b7d6dad07a9ed926&fccid=7620b0722ff1a656&vjs=3
PHP Developer,Developistan,"We are looking for a Senior Backend PHP Developer who can get right in. Ideal Candidate should have 4 years of PHP, Laravel, CodeIgniter experience. He/She should have hands-on expertise in API Development and integration. Duties: Languages: Frameworks: Requirements: Job Location: Sharah-e-Faisal, Karachi Job Hours: 3 PM to 12 AM (Not Remote) Job Type: Full-time Salary: Rs130,000.00 - Rs180,000.00 per month Ability to commute/relocate: Experience: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Tolindo/jobs/PHP-Developer-3a901af4b999a444?fccid=bc00b4fc5d8cdcd2&vjs=3
SAP ABAP EDI Consultant,Ibix Global Tech,"Job Brief About the Company: At our Ibix Global Tech, we strive to revolutionize the way businesses operate by providing innovative solutions and exceptional services. With a strong presence in the global market, we partner with industry leaders to drive growth, efficiency, and success. We are currently seeking a talented SAP ABAP EDI Consultant to join our dynamic team and contribute to our mission of transforming businesses worldwide. Job Summary: As a SAP ABAP EDI Consultant, you will play a pivotal role in designing, developing, and implementing SAP ABAP EDI solutions for our global clientele. You will collaborate with cross-functional teams, including business analysts, developers, and project managers, to understand requirements and deliver high-quality solutions that streamline our clients' electronic data interchange (EDI) processes. Your expertise in SAP ABAP and EDI integration will be essential in ensuring seamless data exchange, enhancing operational efficiency, and optimizing our clients' business processes. Responsibilities: Requirements: Benefits: Join our team and be part of our global company's commitment to transforming businesses with cutting-edge SAP ABAP EDI solutions. Apply now by submitting your resume and cover letter, highlighting your relevant experience and qualifications. We look forward to reviewing your application and exploring the potential for a successful collaboration. Job Type: Full-time Application Question(s): Experience: License/Certification: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Ibix-Global-Tech/jobs/SAP-Consultant-bc1aedb15a0ca5bb?fccid=01f9398c97677867&vjs=3
PHP Developer,Dawat-e-islami Karachi (information Technology),"Job Requirement: Gender: Male Only Job Type: Full-time Salary: Rs70,000.00 - Rs150,000.00 per month Application Deadline: 30/09/2023 ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Dawat--e--islami-Karachi-(information-Technology)/jobs/PHP-Developer-a2b94a8b92a0a980?fccid=852cdb66c2500c47&vjs=3
Web & Mobile Application Developer,Sauda Store,Responsibilities: Qualifications: Job Type: Full-time ,Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Sauda-Store/jobs/Mobile-Developer-bf679efbf23ebc68?fccid=6bd520a96074bc28&vjs=3
Kony Developer (Temenos Infinity developer),Tech Inoviq Solutions,"Tech Inoviq is looking for Temenos Infinity Developer. Responsibilities:- Collaborate with cross-functional teams to gather and analyse business requirements and translate them into technical specifications.- Design, develop, and customize digital banking solutions using the Temenos Infinity platform.- Implement and integrate APIs and web services to ensure seamless data exchange and system interoperability.- Configure workflows, forms, templates, and other components within the Temenos Infinity platform.- Perform unit testing and debugging to identify and resolve software defects and issues.- Collaborate with quality assurance teams to ensure the delivery of high-quality software solutions.- Stay up to date with industry trends and best practices related to digital banking and the Temenos Infinity platform.- Provide technical guidance and mentorship to junior developers, as needed.- Participate in code reviews and contribute to continuous improvement initiatives.- Assist in troubleshooting and resolving production issues in a timely manner.- Ensure compliance with coding standards, security protocols, and regulatory requirements. Requirements:- Bachelor's degree in computer science, Information Technology, or a related field (or equivalent experience).- Experience: 2 years or atleast one year of infinity implementation experience with strong focus on digital banking solutions.- Proficiency in working with the Temenos Infinity platform, including development, customization, and integration.- Solid understanding of web technologies, such as HTML, CSS, JavaScript, and RESTful APIs.- Experience with Agile development methodologies and tools.- Knowledge of software development best practices, including code versioning, testing, and documentation.- Strong analytical and problem-solving skills, with the ability to translate business requirements into technical solutions.- Excellent communication and collaboration skills, with the ability to work effectively in a team environment.- Detail-oriented and committed to delivering high-quality software solutions.- Familiarity with banking regulations and compliance requirements is a plus.- Location: Karachi (Onsite job) Job Type: Full-time Salary: Up to Rs80,000.00 per month ","Rs 80,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Tech-Inoviq-Solutions/jobs/Developer-d472f86fe74674fa?fccid=22b8fe88872f03f7&vjs=3
Business Analyst,Loop,"Loop is a fintech product-based company dedicated to digitising payment infrastructures and improving cash management for businesses. Our innovative solutions empower businesses to manage their finances efficiently, securely, and conveniently.  We're seeking a skilled and motivated Business Analyst to join our Team with in-depth technical knowledge in delivering cutting-edge financial services, including payments through digital channels.  Requirements Benefits ",,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=e0112dec9f7ea8b2&fccid=8d3b9b501e88a734&vjs=3
[Remote] MERN Stack Developer with DevOps Expertise: Build Scalable Web App,Cudy Pte Ltd,"Are you a highly motivated and resilient web developer with expertise in the MERN stack and DevOps? Are you driven by challenges, innovation, and the opportunity to work alongside visionary founders? If you possess an unwavering drive for success and the ability to thrive in a fast-paced startup environment, we have an exciting opportunity for you! We are seeking a talented MERN Stack Web Developer with DevOps experience to join our dynamic team. As a key member of our technology startup, you will play a crucial role in developing robust web applications, prioritizing speed of deployment and product iteration. In collaboration with our visionary founder, you will have the chance to make a lasting impact and contribute to our ambitious goals. We believe that resilience, adaptability, and a strong drive for success are essential traits for our team members. While we don't mention specific personality types, our founders, known for their strategic thinking and determination, seek candidates who can effectively collaborate with them to achieve outstanding outcomes. Joining our team means being part of an environment where your drive, resilience, and technical expertise will be valued and celebrated. We offer the opportunity to work with cutting-edge technologies, leverage AI tools for faster development, and be resourceful in research and troubleshooting. Your contributions will directly impact our software products as we build B2B and B2C solutions. If you are a highly driven individual with a strong sense of resilience and thrive on challenges, we invite you to apply. Work alongside our visionary founders and a talented team as we push boundaries, deliver exceptional solutions, and shape the future of our industry. About The Company Cudy Technologies is an innovative startup based in the vibrant city of Singapore. With a strong focus on technology and a drive for expansion, we operate in up to 10 countries, leveraging our in-house product development and operations to create impactful solutions. As a lean startup, we believe in doing more with less. Our low headcount fosters a close-knit team environment where every individual's contribution is highly valued. Our automated and highly systematic approach allows us to optimize our workflows, maximizing efficiency and delivering exceptional results. At Cudy Technologies, we don't limit ourselves to a single industry. We thrive on the diversity of our ventures, operating in various sectors such as Education, Services, Entertainment, and more. This cross-industry exposure offers endless opportunities for learning, growth, and professional development. We are fueled by an unwavering ambition to make a significant impact in the markets we operate in. Our team is driven by a shared vision to revolutionize industries, disrupt traditional norms, and create innovative solutions that meet the evolving needs of our customers. Joining our team means being part of a dynamic and forward-thinking environment. We encourage our team members to think outside the box, challenge the status quo, and embrace new ideas. As a member of Cudy Technologies, you will have the opportunity to make a tangible difference and leave your mark on our exciting journey. If you are a highly ambitious individual seeking a stimulating and growth-oriented work environment, Cudy Technologies is the place for you. Join us as we continue to push boundaries, break barriers, and shape the future of industries through our innovative solutions. Working Environment 1. Remote work flexibility: Enjoy the freedom of working from anywhere as our startup embraces a 100% remote work culture. Say goodbye to commuting and embrace a flexible work-life balance. 2. Work during office hours: Maintain a structured routine by working during designated office hours. This ensures effective collaboration and communication with team members, creating a sense of camaraderie despite the remote setup. 3. Contactability and responsiveness: Stay connected with team members and clients during work hours, fostering real-time communication and ensuring efficient collaboration. Being reachable at all times helps maintain seamless workflows and client satisfaction. 4. Flexible non-paid time off: Take advantage of our flexible non-paid time off policy, subject to approval. This allows you to plan personal commitments or breaks according to your needs, empowering you to achieve a healthy work-life integration. 5. Minimal meetings: Unlike traditional office environments, we believe in minimizing unnecessary meetings. This allows you to focus more on impactful work, increasing productivity and reducing time spent in unproductive discussions. 6. Upskilling opportunities: Gain a competitive edge and enhance your professional growth with full access to our comprehensive learning resources. Our commitment to upskilling empowers you to stay at the forefront of industry trends and build valuable expertise. 7. Highly optimized work environment: Experience the efficiency and convenience of our software and automated work environment. We leverage cutting-edge tools and technology to streamline processes, eliminating unnecessary manual work and optimizing productivity. 8. Accountability and attendance: Remote work time and screen tracking help ensure transparency, accountability, and fair evaluation. It promotes a results-oriented culture and allows you to showcase your dedication and achievements. Job Expectations And Scope Of Work 1. Full-stack web development: Utilize the MERN stack (MongoDB, Express.js, React.js, Node.js) to develop scalable and efficient web applications for both B2B and B2C software solutions. 2. Speed of deployment and product iteration: Prioritize rapid deployment and continuous product iteration over long-term scalability to meet evolving market demands and customer feedback. 3. Testing and automation: Implement appropriate testing methodologies to support product iterations, including setting up automated test scripts and conducting various types of testing (unit testing, integration testing, etc.). 4. Git management: Ensure proper version control and effective collaboration using Git, including branching, merging, and code reviews to maintain a clean and efficient codebase. 5. AI tools utilization: Leverage AI tools for coding, scripting, and testing to enhance development speed, efficiency, and accuracy. 6. Prioritization and project management: Properly prioritize tasks, collaborate with cross-functional teams, and manage multiple projects simultaneously to meet deadlines and achieve project goals. 7. Resourcefulness and troubleshooting: Demonstrate resourcefulness and efficiency in researching and troubleshooting technical issues to ensure smooth development and resolve any challenges. 8. DNS and AWS management: Host, manage, and maintain DNS configurations and AWS infrastructure to ensure projects are live, secure, and performant. 9. Database management: Design, develop, and maintain databases, ensuring data integrity, security, and optimal performance. 10. Bug fixes and code maintenance: Identify and resolve bugs in both new and legacy parts of the codebase, ensuring the stability and reliability of the software. 11. Documentation: Produce clear and meaningful documentation, including code comments, API documentation, and user guides to facilitate collaboration, maintainability, and knowledge transfer. 12. UI/UX focus: Pay attention to user interface and user experience aspects, working closely with designers to create intuitive and visually appealing interfaces. 13. Performance optimization: Analyze and optimize application performance to ensure fast load times and smooth user experiences. 14. Security implementation: Implement security best practices and measures to safeguard software and user data. 15. Integration with third-party services: Integrate software with external APIs and services to enhance functionality and provide seamless user experiences. 16. Stay updated on industry trends: Keep abreast of emerging technologies, frameworks, and best practices relevant to web development and DevOps. 17. Agile development methodologies: Embrace agile principles and participate in agile ceremonies to foster a collaborative and iterative development environment. 18. Integrate and implement open-source libraries and applications as needed Our Stack 1. Front-end Development: - HTML5 - CSS3 - JavaScript - React.js (including React Router and React Hooks) - Redux - UI libraries and frameworks (e.g., Ant Design) - Styled components 2. Back-end Development: - Node.js - Express.js - MongoDB - MySQL or other SQL-based databases - RESTful APIs - GraphQL 3. DevOps and Deployment: - AWS (Amazon Web Services) 4. Testing and Quality Assurance: - Unit testing frameworks (e.g., Jest) - End-to-end testing frameworks (e.g., Cypress, Selenium) - Test automation tools (e.g., Puppeteer) 5. Other Tools and Technologies: - Git version control (Bitbucket) It's important to note that the specific technology stack may vary depending on the startup's preferences, project requirements, and industry focus. Candidates with a strong foundation in the MERN stack and relevant experience with DevOps tools and practices will be well-equipped to handle the challenges and requirements of the role. Who We're Looking For It is important that you possess the required technical skills and are resourceful in utilizing AI generative tools, troubleshooting technical issues, and utilizing community resources effectively. Additionally, a willingness to continuously learn and adapt to new technologies and a strong collaborative mindset are crucial for success in this role. 1. Proficiency in MERN stack: Strong hands-on experience and proficiency in MongoDB, Express.js, React.js, and Node.js for full-stack web development. 2. DevOps experience: Demonstrated experience in DevOps practices, including AWS infrastructure management, CI/CD pipelines, and deployment automation. 3. AI generative tools proficiency: Familiarity and proficiency in utilizing AI generative tools such as Github Copilot, ChatGPT, or similar platforms to enhance coding efficiency and accuracy. 4. Resourcefulness and troubleshooting skills: Ability to independently research, troubleshoot, and problem-solve technical issues using resources like Stack Overflow and other popular knowledge communities and libraries. 5. Experience with version control: Strong understanding of Git version control, including branching, merging, and collaborating effectively with other team members using Git workflows. 6. Web development best practices: Familiarity with web development best practices, including clean code architecture, code optimization, and adherence to coding standards. 7. UI/UX focus: Keen eye for UI/UX design principles and ability to collaborate effectively with designers to translate designs into intuitive and visually appealing user interfaces. 8. Database management: Experience in designing, developing, and maintaining databases, particularly with MongoDB and SQL-based databases like MySQL. 9. Agile development methodologies: Understanding of agile principles and experience working in an agile development environment, including participation in stand-ups, sprint planning, and retrospectives. 10. Strong problem-solving skills: Proven ability to analyze complex problems, think critically, and propose effective solutions to technical challenges. 11. Continuous learning mindset: Eagerness to stay up-to-date with emerging technologies, frameworks, and best practices in web development and DevOps through self-directed learning and exploration. 12. Strong communication and collaboration skills: Ability to effectively communicate technical concepts and collaborate with cross-functional teams, including designers, product managers, and other developers. 13. Self-motivated and adaptable: Proactive and self-driven with the ability to work independently and adapt to changing project requirements and timelines. 14. Bachelor's degree in Computer Science or a related field is preferred but not mandatory. Equivalent practical experience will also be considered. Our Hiring Process Please note that the first round of interviews for this position at Cudy Technologies will be conducted remotely via video recording. We believe this approach allows candidates to showcase their skills and experience at their convenience while maintaining the efficiency of the hiring process. We value your time and flexibility, and this remote interview format enables us to reach candidates from diverse locations and backgrounds. Rest assured that we will provide clear instructions on how to proceed with the remote interview process and ensure a seamless experience. We look forward to getting to know you better through this initial stage and identifying the potential for a successful collaboration. In the second round of interviews at Cudy Technologies, you will have the unique opportunity to engage directly with our founder. As a visionary leader, our founder plays a pivotal role in shaping the direction and success of our company. This interview is a chance for you to showcase your skills, align with our vision, and demonstrate your potential contribution to our ambitious goals. Join Cudy Technologies, where innovation and growth intersect. We are seeking ambitious individuals who share our values and passion for technology, ready to make a lasting impact in a supportive and collaborative startup environment. Job Types: Contract, Full-timeContract length: 12 months Salary: Rs20,000.00 - Rs70,000.00 per month Experience: Language: ","Rs 20,000 - Rs 70,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Cudy-Pte-Ltd/jobs/Application-Developer-70952289a90194b1?fccid=e2567508a6307e25&vjs=3
Software Architect - Frontend - Angular,VIDIZMO LLC,"We are looking to expand our team of Software Architect (Frontend) for designing, developing, and implementing software solutions to address complex business issues, and providing technical leadership within the product engineering department. The ideal candidate will be responsible for:   Responsibilities:   Essential Skills:   Required Qualification:   Benefits: Health Insurance (OPD/IPD), Separate Maternity Cover, Leave encashment, Car Support Program, Referral Bonus, EOBI, Annual Increment. Provident Fund, Career Growth, Bonus (benefits vary based on location) ",Full-time,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=38d30593e5341eb9&fccid=bcbf01f8be39524d&vjs=3
PHP Laravel Developer,Staffshaw Pvt Ltd,"We are seeking a highly skilled Full Stack PHP Laravel Developer to join our development team. The ideal candidate will have experience building and maintaining web applications using the Laravel framework. Responsibilities: portal plus premium service platforms Experience (UX) team applications API stage to delivery and post launch support along with technical and process issues the status of development effort and serves as liaison between development staff and project manager Qualifications field design Timing: 6 PM to 3 AM Job Type: Full-time Salary: Rs60,000.00 - Rs80,000.00 per month ","Rs 60,000 - Rs 80,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Staff-Shaw-Pvt-Ltd./jobs/PHP-Developer-fcff00b7e9bff08d?fccid=88004529477dcccd&vjs=3
Manager HCM System (SF-EC) - IT Dept,Imtiaz Super Market,Requirements: Experience: Job Type: Full-time Ability to commute/relocate: ,Full-time,,Karachi,,,,,,https://pk.indeed.com/company/IMTIAZ-Super-Market/jobs/Department-Manager-c7e5703e8eb90fc5?fccid=df75ece79b47b047&vjs=3
"Front-end Developer (Angular, 2+ years after graduation)",Alpha Mu Digital Ventures," Alpha Mu Digital Ventures is an offshore and outsourcing company which was founded with the goal of solving the greatest challenge offshore teams, ensuring quality of output. All candidates work with an experienced mentor who can help guide them and ensure that their output is in line with our clients expectations.  We are looking for a Front-End Web Developer who is skilled in development of modern angular apps. Responsibilities will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application. You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works. ",Full-time,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=46111a9617e058ec&fccid=ba793cfc6139f872&vjs=3
Node.JS Developer,Krystosoft,Job Description: Sr. Node JS Developer Job-Requirement: Job Type: Full-time Ability to commute/relocate: ,Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Krystosoft/jobs/Developer-05343f5319c6b620?fccid=7daddae219b3717d&vjs=3
Senior Microsoft Dynamics 365 CRM Developer,The Career Shell,"Job description Primary Objective The main role of a Senior Software Developer is to develop software solutions by studyingInformation needs, studying systems flow, data usage, and work processes following the software development lifecycle Main Duties and Responsibilities Qualifications and Skills Job Type: Full-time Salary: Rs700,000.00 - Rs900,000.00 per month Education: Experience: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/The-Career-Shell/jobs/Technical-Specialist-37ad0ae8c388ae13?fccid=ba958222b00f6636&vjs=3
